id,file_name,width,height,coco_url,cnt_ann
540414,000000540414.jpg,640,480,http://images.cocodataset.org/val2017/000000540414.jpg,14.0
568439,000000568439.jpg,640,449,http://images.cocodataset.org/val2017/000000568439.jpg,14.0
207844,000000207844.jpg,640,480,http://images.cocodataset.org/val2017/000000207844.jpg,14.0
303566,000000303566.jpg,640,426,http://images.cocodataset.org/val2017/000000303566.jpg,14.0
370486,000000370486.jpg,421,640,http://images.cocodataset.org/val2017/000000370486.jpg,14.0
486104,000000486104.jpg,500,375,http://images.cocodataset.org/val2017/000000486104.jpg,14.0
410650,000000410650.jpg,640,480,http://images.cocodataset.org/val2017/000000410650.jpg,14.0
433515,000000433515.jpg,640,480,http://images.cocodataset.org/val2017/000000433515.jpg,14.0
356387,000000356387.jpg,500,335,http://images.cocodataset.org/val2017/000000356387.jpg,14.0
189775,000000189775.jpg,640,480,http://images.cocodataset.org/val2017/000000189775.jpg,14.0
541123,000000541123.jpg,640,427,http://images.cocodataset.org/val2017/000000541123.jpg,14.0
199236,000000199236.jpg,640,424,http://images.cocodataset.org/val2017/000000199236.jpg,14.0
5001,000000005001.jpg,640,480,http://images.cocodataset.org/val2017/000000005001.jpg,14.0
254814,000000254814.jpg,640,480,http://images.cocodataset.org/val2017/000000254814.jpg,14.0
154004,000000154004.jpg,640,427,http://images.cocodataset.org/val2017/000000154004.jpg,14.0
219271,000000219271.jpg,350,500,http://images.cocodataset.org/val2017/000000219271.jpg,14.0
125572,000000125572.jpg,640,427,http://images.cocodataset.org/val2017/000000125572.jpg,14.0
191845,000000191845.jpg,640,361,http://images.cocodataset.org/val2017/000000191845.jpg,14.0
18380,000000018380.jpg,640,426,http://images.cocodataset.org/val2017/000000018380.jpg,14.0
39405,000000039405.jpg,640,480,http://images.cocodataset.org/val2017/000000039405.jpg,14.0
414673,000000414673.jpg,500,332,http://images.cocodataset.org/val2017/000000414673.jpg,14.0
259690,000000259690.jpg,640,480,http://images.cocodataset.org/val2017/000000259690.jpg,14.0
212800,000000212800.jpg,640,427,http://images.cocodataset.org/val2017/000000212800.jpg,14.0
374545,000000374545.jpg,549,640,http://images.cocodataset.org/val2017/000000374545.jpg,14.0
439994,000000439994.jpg,428,640,http://images.cocodataset.org/val2017/000000439994.jpg,14.0
259571,000000259571.jpg,500,281,http://images.cocodataset.org/val2017/000000259571.jpg,14.0
163314,000000163314.jpg,500,331,http://images.cocodataset.org/val2017/000000163314.jpg,14.0
190923,000000190923.jpg,375,500,http://images.cocodataset.org/val2017/000000190923.jpg,14.0
463522,000000463522.jpg,640,480,http://images.cocodataset.org/val2017/000000463522.jpg,14.0
145020,000000145020.jpg,640,361,http://images.cocodataset.org/val2017/000000145020.jpg,14.0
338304,000000338304.jpg,425,640,http://images.cocodataset.org/val2017/000000338304.jpg,14.0
84270,000000084270.jpg,640,480,http://images.cocodataset.org/val2017/000000084270.jpg,14.0
36494,000000036494.jpg,640,434,http://images.cocodataset.org/val2017/000000036494.jpg,14.0
224807,000000224807.jpg,640,428,http://images.cocodataset.org/val2017/000000224807.jpg,14.0
282037,000000282037.jpg,640,449,http://images.cocodataset.org/val2017/000000282037.jpg,14.0
24243,000000024243.jpg,640,480,http://images.cocodataset.org/val2017/000000024243.jpg,14.0
336658,000000336658.jpg,640,428,http://images.cocodataset.org/val2017/000000336658.jpg,14.0
338219,000000338219.jpg,640,566,http://images.cocodataset.org/val2017/000000338219.jpg,14.0
500478,000000500478.jpg,329,640,http://images.cocodataset.org/val2017/000000500478.jpg,14.0
509014,000000509014.jpg,640,281,http://images.cocodataset.org/val2017/000000509014.jpg,14.0
411530,000000411530.jpg,640,480,http://images.cocodataset.org/val2017/000000411530.jpg,14.0
376112,000000376112.jpg,426,640,http://images.cocodataset.org/val2017/000000376112.jpg,14.0
57760,000000057760.jpg,500,313,http://images.cocodataset.org/val2017/000000057760.jpg,14.0
76468,000000076468.jpg,640,480,http://images.cocodataset.org/val2017/000000076468.jpg,14.0
572620,000000572620.jpg,640,427,http://images.cocodataset.org/val2017/000000572620.jpg,14.0
373382,000000373382.jpg,480,640,http://images.cocodataset.org/val2017/000000373382.jpg,14.0
325031,000000325031.jpg,640,608,http://images.cocodataset.org/val2017/000000325031.jpg,14.0
378673,000000378673.jpg,640,426,http://images.cocodataset.org/val2017/000000378673.jpg,14.0
188465,000000188465.jpg,640,454,http://images.cocodataset.org/val2017/000000188465.jpg,14.0
211674,000000211674.jpg,640,406,http://images.cocodataset.org/val2017/000000211674.jpg,14.0
304404,000000304404.jpg,640,428,http://images.cocodataset.org/val2017/000000304404.jpg,14.0
570688,000000570688.jpg,640,480,http://images.cocodataset.org/val2017/000000570688.jpg,14.0
133244,000000133244.jpg,640,359,http://images.cocodataset.org/val2017/000000133244.jpg,14.0
305317,000000305317.jpg,334,500,http://images.cocodataset.org/val2017/000000305317.jpg,14.0
114907,000000114907.jpg,640,425,http://images.cocodataset.org/val2017/000000114907.jpg,14.0
277005,000000277005.jpg,640,426,http://images.cocodataset.org/val2017/000000277005.jpg,14.0
143961,000000143961.jpg,640,356,http://images.cocodataset.org/val2017/000000143961.jpg,14.0
77460,000000077460.jpg,428,640,http://images.cocodataset.org/val2017/000000077460.jpg,14.0
12639,000000012639.jpg,480,640,http://images.cocodataset.org/val2017/000000012639.jpg,14.0
158548,000000158548.jpg,640,482,http://images.cocodataset.org/val2017/000000158548.jpg,14.0
14439,000000014439.jpg,640,404,http://images.cocodataset.org/val2017/000000014439.jpg,14.0
5586,000000005586.jpg,320,240,http://images.cocodataset.org/val2017/000000005586.jpg,14.0
455624,000000455624.jpg,640,427,http://images.cocodataset.org/val2017/000000455624.jpg,14.0
12670,000000012670.jpg,640,428,http://images.cocodataset.org/val2017/000000012670.jpg,14.0
290248,000000290248.jpg,640,480,http://images.cocodataset.org/val2017/000000290248.jpg,14.0
204186,000000204186.jpg,640,513,http://images.cocodataset.org/val2017/000000204186.jpg,14.0
99114,000000099114.jpg,500,335,http://images.cocodataset.org/val2017/000000099114.jpg,14.0
136715,000000136715.jpg,640,425,http://images.cocodataset.org/val2017/000000136715.jpg,14.0
284445,000000284445.jpg,640,594,http://images.cocodataset.org/val2017/000000284445.jpg,14.0
26690,000000026690.jpg,427,640,http://images.cocodataset.org/val2017/000000026690.jpg,14.0
117492,000000117492.jpg,640,428,http://images.cocodataset.org/val2017/000000117492.jpg,14.0
376322,000000376322.jpg,478,640,http://images.cocodataset.org/val2017/000000376322.jpg,14.0
559348,000000559348.jpg,640,480,http://images.cocodataset.org/val2017/000000559348.jpg,14.0
59044,000000059044.jpg,640,427,http://images.cocodataset.org/val2017/000000059044.jpg,14.0
182923,000000182923.jpg,375,500,http://images.cocodataset.org/val2017/000000182923.jpg,14.0
201418,000000201418.jpg,500,375,http://images.cocodataset.org/val2017/000000201418.jpg,14.0
181542,000000181542.jpg,640,600,http://images.cocodataset.org/val2017/000000181542.jpg,14.0
153669,000000153669.jpg,640,427,http://images.cocodataset.org/val2017/000000153669.jpg,14.0
79969,000000079969.jpg,426,640,http://images.cocodataset.org/val2017/000000079969.jpg,14.0
266892,000000266892.jpg,640,427,http://images.cocodataset.org/val2017/000000266892.jpg,14.0
134322,000000134322.jpg,640,480,http://images.cocodataset.org/val2017/000000134322.jpg,14.0
133969,000000133969.jpg,640,427,http://images.cocodataset.org/val2017/000000133969.jpg,14.0
412894,000000412894.jpg,427,640,http://images.cocodataset.org/val2017/000000412894.jpg,14.0
504000,000000504000.jpg,640,243,http://images.cocodataset.org/val2017/000000504000.jpg,14.0
361103,000000361103.jpg,640,427,http://images.cocodataset.org/val2017/000000361103.jpg,14.0
363188,000000363188.jpg,640,425,http://images.cocodataset.org/val2017/000000363188.jpg,14.0
78565,000000078565.jpg,640,499,http://images.cocodataset.org/val2017/000000078565.jpg,14.0
107851,000000107851.jpg,640,480,http://images.cocodataset.org/val2017/000000107851.jpg,14.0
350122,000000350122.jpg,640,480,http://images.cocodataset.org/val2017/000000350122.jpg,14.0
261097,000000261097.jpg,333,500,http://images.cocodataset.org/val2017/000000261097.jpg,14.0
65798,000000065798.jpg,640,480,http://images.cocodataset.org/val2017/000000065798.jpg,14.0
427256,000000427256.jpg,640,512,http://images.cocodataset.org/val2017/000000427256.jpg,14.0
520707,000000520707.jpg,640,480,http://images.cocodataset.org/val2017/000000520707.jpg,14.0
478862,000000478862.jpg,640,480,http://images.cocodataset.org/val2017/000000478862.jpg,14.0
169169,000000169169.jpg,640,480,http://images.cocodataset.org/val2017/000000169169.jpg,14.0
542127,000000542127.jpg,640,426,http://images.cocodataset.org/val2017/000000542127.jpg,14.0
208363,000000208363.jpg,640,480,http://images.cocodataset.org/val2017/000000208363.jpg,14.0
388846,000000388846.jpg,640,427,http://images.cocodataset.org/val2017/000000388846.jpg,14.0
397303,000000397303.jpg,640,480,http://images.cocodataset.org/val2017/000000397303.jpg,14.0
184611,000000184611.jpg,640,480,http://images.cocodataset.org/val2017/000000184611.jpg,14.0
156071,000000156071.jpg,640,480,http://images.cocodataset.org/val2017/000000156071.jpg,14.0
266981,000000266981.jpg,426,640,http://images.cocodataset.org/val2017/000000266981.jpg,14.0
256192,000000256192.jpg,640,480,http://images.cocodataset.org/val2017/000000256192.jpg,14.0
148999,000000148999.jpg,640,427,http://images.cocodataset.org/val2017/000000148999.jpg,14.0
65288,000000065288.jpg,640,427,http://images.cocodataset.org/val2017/000000065288.jpg,14.0
24021,000000024021.jpg,640,390,http://images.cocodataset.org/val2017/000000024021.jpg,14.0
279927,000000279927.jpg,640,442,http://images.cocodataset.org/val2017/000000279927.jpg,14.0
214539,000000214539.jpg,640,427,http://images.cocodataset.org/val2017/000000214539.jpg,14.0
184324,000000184324.jpg,640,425,http://images.cocodataset.org/val2017/000000184324.jpg,14.0
390555,000000390555.jpg,640,435,http://images.cocodataset.org/val2017/000000390555.jpg,14.0
250282,000000250282.jpg,640,426,http://images.cocodataset.org/val2017/000000250282.jpg,14.0
16228,000000016228.jpg,640,440,http://images.cocodataset.org/val2017/000000016228.jpg,14.0
439180,000000439180.jpg,640,360,http://images.cocodataset.org/val2017/000000439180.jpg,14.0
193245,000000193245.jpg,500,375,http://images.cocodataset.org/val2017/000000193245.jpg,14.0
2299,000000002299.jpg,500,302,http://images.cocodataset.org/val2017/000000002299.jpg,14.0
481390,000000481390.jpg,640,480,http://images.cocodataset.org/val2017/000000481390.jpg,14.0
190676,000000190676.jpg,640,264,http://images.cocodataset.org/val2017/000000190676.jpg,14.0
139099,000000139099.jpg,640,453,http://images.cocodataset.org/val2017/000000139099.jpg,14.0
438955,000000438955.jpg,640,303,http://images.cocodataset.org/val2017/000000438955.jpg,14.0
493905,000000493905.jpg,571,640,http://images.cocodataset.org/val2017/000000493905.jpg,14.0
421060,000000421060.jpg,640,418,http://images.cocodataset.org/val2017/000000421060.jpg,14.0
141671,000000141671.jpg,640,335,http://images.cocodataset.org/val2017/000000141671.jpg,14.0
209222,000000209222.jpg,640,427,http://images.cocodataset.org/val2017/000000209222.jpg,14.0
78748,000000078748.jpg,640,480,http://images.cocodataset.org/val2017/000000078748.jpg,14.0
17959,000000017959.jpg,640,427,http://images.cocodataset.org/val2017/000000017959.jpg,14.0
361919,000000361919.jpg,640,425,http://images.cocodataset.org/val2017/000000361919.jpg,14.0
470924,000000470924.jpg,640,480,http://images.cocodataset.org/val2017/000000470924.jpg,14.0
474028,000000474028.jpg,640,427,http://images.cocodataset.org/val2017/000000474028.jpg,14.0
100723,000000100723.jpg,500,333,http://images.cocodataset.org/val2017/000000100723.jpg,14.0
183391,000000183391.jpg,632,640,http://images.cocodataset.org/val2017/000000183391.jpg,14.0
329323,000000329323.jpg,425,640,http://images.cocodataset.org/val2017/000000329323.jpg,14.0
531135,000000531135.jpg,500,375,http://images.cocodataset.org/val2017/000000531135.jpg,14.0
166747,000000166747.jpg,375,500,http://images.cocodataset.org/val2017/000000166747.jpg,14.0
259597,000000259597.jpg,640,312,http://images.cocodataset.org/val2017/000000259597.jpg,14.0
87038,000000087038.jpg,640,480,http://images.cocodataset.org/val2017/000000087038.jpg,14.0
98287,000000098287.jpg,415,640,http://images.cocodataset.org/val2017/000000098287.jpg,14.0
303713,000000303713.jpg,427,640,http://images.cocodataset.org/val2017/000000303713.jpg,14.0
122962,000000122962.jpg,640,424,http://images.cocodataset.org/val2017/000000122962.jpg,14.0
299553,000000299553.jpg,375,500,http://images.cocodataset.org/val2017/000000299553.jpg,14.0
570756,000000570756.jpg,640,428,http://images.cocodataset.org/val2017/000000570756.jpg,14.0
59635,000000059635.jpg,486,640,http://images.cocodataset.org/val2017/000000059635.jpg,14.0
551820,000000551820.jpg,640,425,http://images.cocodataset.org/val2017/000000551820.jpg,14.0
520659,000000520659.jpg,640,480,http://images.cocodataset.org/val2017/000000520659.jpg,14.0
507037,000000507037.jpg,640,480,http://images.cocodataset.org/val2017/000000507037.jpg,14.0
7511,000000007511.jpg,640,480,http://images.cocodataset.org/val2017/000000007511.jpg,14.0
463730,000000463730.jpg,640,427,http://images.cocodataset.org/val2017/000000463730.jpg,14.0
163057,000000163057.jpg,640,480,http://images.cocodataset.org/val2017/000000163057.jpg,14.0
432898,000000432898.jpg,500,500,http://images.cocodataset.org/val2017/000000432898.jpg,14.0
489842,000000489842.jpg,640,566,http://images.cocodataset.org/val2017/000000489842.jpg,14.0
343561,000000343561.jpg,640,428,http://images.cocodataset.org/val2017/000000343561.jpg,14.0
441553,000000441553.jpg,640,480,http://images.cocodataset.org/val2017/000000441553.jpg,14.0
345027,000000345027.jpg,640,403,http://images.cocodataset.org/val2017/000000345027.jpg,14.0
309391,000000309391.jpg,640,384,http://images.cocodataset.org/val2017/000000309391.jpg,14.0
210394,000000210394.jpg,640,480,http://images.cocodataset.org/val2017/000000210394.jpg,14.0
65455,000000065455.jpg,500,375,http://images.cocodataset.org/val2017/000000065455.jpg,14.0
142238,000000142238.jpg,640,427,http://images.cocodataset.org/val2017/000000142238.jpg,14.0
484351,000000484351.jpg,640,426,http://images.cocodataset.org/val2017/000000484351.jpg,14.0
60886,000000060886.jpg,500,333,http://images.cocodataset.org/val2017/000000060886.jpg,14.0
361730,000000361730.jpg,640,480,http://images.cocodataset.org/val2017/000000361730.jpg,14.0
98853,000000098853.jpg,427,640,http://images.cocodataset.org/val2017/000000098853.jpg,14.0
236426,000000236426.jpg,640,429,http://images.cocodataset.org/val2017/000000236426.jpg,14.0
49759,000000049759.jpg,640,457,http://images.cocodataset.org/val2017/000000049759.jpg,14.0
138639,000000138639.jpg,640,480,http://images.cocodataset.org/val2017/000000138639.jpg,14.0
57597,000000057597.jpg,640,426,http://images.cocodataset.org/val2017/000000057597.jpg,14.0
559842,000000559842.jpg,640,427,http://images.cocodataset.org/val2017/000000559842.jpg,14.0
463542,000000463542.jpg,640,426,http://images.cocodataset.org/val2017/000000463542.jpg,14.0
217285,000000217285.jpg,640,427,http://images.cocodataset.org/val2017/000000217285.jpg,14.0
521259,000000521259.jpg,640,457,http://images.cocodataset.org/val2017/000000521259.jpg,14.0
143572,000000143572.jpg,640,424,http://images.cocodataset.org/val2017/000000143572.jpg,14.0
142324,000000142324.jpg,640,480,http://images.cocodataset.org/val2017/000000142324.jpg,14.0
229849,000000229849.jpg,427,640,http://images.cocodataset.org/val2017/000000229849.jpg,14.0
283785,000000283785.jpg,500,336,http://images.cocodataset.org/val2017/000000283785.jpg,14.0
85682,000000085682.jpg,640,427,http://images.cocodataset.org/val2017/000000085682.jpg,14.0
282298,000000282298.jpg,640,480,http://images.cocodataset.org/val2017/000000282298.jpg,14.0
203931,000000203931.jpg,428,640,http://images.cocodataset.org/val2017/000000203931.jpg,14.0
95862,000000095862.jpg,500,375,http://images.cocodataset.org/val2017/000000095862.jpg,14.0
376900,000000376900.jpg,480,640,http://images.cocodataset.org/val2017/000000376900.jpg,14.0
173057,000000173057.jpg,480,640,http://images.cocodataset.org/val2017/000000173057.jpg,14.0
427997,000000427997.jpg,640,428,http://images.cocodataset.org/val2017/000000427997.jpg,14.0
12120,000000012120.jpg,640,428,http://images.cocodataset.org/val2017/000000012120.jpg,14.0
293200,000000293200.jpg,640,427,http://images.cocodataset.org/val2017/000000293200.jpg,14.0
558114,000000558114.jpg,640,480,http://images.cocodataset.org/val2017/000000558114.jpg,14.0
365521,000000365521.jpg,428,640,http://images.cocodataset.org/val2017/000000365521.jpg,13.0
425906,000000425906.jpg,463,640,http://images.cocodataset.org/val2017/000000425906.jpg,13.0
229948,000000229948.jpg,640,428,http://images.cocodataset.org/val2017/000000229948.jpg,13.0
114884,000000114884.jpg,500,329,http://images.cocodataset.org/val2017/000000114884.jpg,13.0
31118,000000031118.jpg,640,427,http://images.cocodataset.org/val2017/000000031118.jpg,13.0
126137,000000126137.jpg,640,427,http://images.cocodataset.org/val2017/000000126137.jpg,13.0
160728,000000160728.jpg,640,426,http://images.cocodataset.org/val2017/000000160728.jpg,13.0
166918,000000166918.jpg,480,640,http://images.cocodataset.org/val2017/000000166918.jpg,13.0
395801,000000395801.jpg,640,480,http://images.cocodataset.org/val2017/000000395801.jpg,13.0
172946,000000172946.jpg,427,640,http://images.cocodataset.org/val2017/000000172946.jpg,13.0
179487,000000179487.jpg,512,640,http://images.cocodataset.org/val2017/000000179487.jpg,13.0
334555,000000334555.jpg,640,426,http://images.cocodataset.org/val2017/000000334555.jpg,13.0
326248,000000326248.jpg,640,427,http://images.cocodataset.org/val2017/000000326248.jpg,13.0
430073,000000430073.jpg,640,480,http://images.cocodataset.org/val2017/000000430073.jpg,13.0
143068,000000143068.jpg,640,213,http://images.cocodataset.org/val2017/000000143068.jpg,13.0
239274,000000239274.jpg,581,640,http://images.cocodataset.org/val2017/000000239274.jpg,13.0
471023,000000471023.jpg,640,426,http://images.cocodataset.org/val2017/000000471023.jpg,13.0
33854,000000033854.jpg,640,427,http://images.cocodataset.org/val2017/000000033854.jpg,13.0
289741,000000289741.jpg,640,480,http://images.cocodataset.org/val2017/000000289741.jpg,13.0
4134,000000004134.jpg,640,425,http://images.cocodataset.org/val2017/000000004134.jpg,13.0
309655,000000309655.jpg,640,480,http://images.cocodataset.org/val2017/000000309655.jpg,13.0
97988,000000097988.jpg,612,612,http://images.cocodataset.org/val2017/000000097988.jpg,13.0
436617,000000436617.jpg,640,425,http://images.cocodataset.org/val2017/000000436617.jpg,13.0
105912,000000105912.jpg,500,375,http://images.cocodataset.org/val2017/000000105912.jpg,13.0
322610,000000322610.jpg,640,480,http://images.cocodataset.org/val2017/000000322610.jpg,13.0
342128,000000342128.jpg,488,640,http://images.cocodataset.org/val2017/000000342128.jpg,13.0
266768,000000266768.jpg,612,612,http://images.cocodataset.org/val2017/000000266768.jpg,13.0
157767,000000157767.jpg,640,427,http://images.cocodataset.org/val2017/000000157767.jpg,13.0
31296,000000031296.jpg,640,425,http://images.cocodataset.org/val2017/000000031296.jpg,13.0
19109,000000019109.jpg,640,428,http://images.cocodataset.org/val2017/000000019109.jpg,13.0
210273,000000210273.jpg,640,428,http://images.cocodataset.org/val2017/000000210273.jpg,13.0
72795,000000072795.jpg,640,480,http://images.cocodataset.org/val2017/000000072795.jpg,13.0
296649,000000296649.jpg,640,427,http://images.cocodataset.org/val2017/000000296649.jpg,13.0
533816,000000533816.jpg,640,426,http://images.cocodataset.org/val2017/000000533816.jpg,13.0
406611,000000406611.jpg,640,480,http://images.cocodataset.org/val2017/000000406611.jpg,13.0
546823,000000546823.jpg,640,480,http://images.cocodataset.org/val2017/000000546823.jpg,13.0
441543,000000441543.jpg,640,403,http://images.cocodataset.org/val2017/000000441543.jpg,13.0
271116,000000271116.jpg,640,424,http://images.cocodataset.org/val2017/000000271116.jpg,13.0
252559,000000252559.jpg,480,640,http://images.cocodataset.org/val2017/000000252559.jpg,13.0
274460,000000274460.jpg,640,454,http://images.cocodataset.org/val2017/000000274460.jpg,13.0
119641,000000119641.jpg,640,480,http://images.cocodataset.org/val2017/000000119641.jpg,13.0
308587,000000308587.jpg,480,640,http://images.cocodataset.org/val2017/000000308587.jpg,13.0
312237,000000312237.jpg,500,334,http://images.cocodataset.org/val2017/000000312237.jpg,13.0
57150,000000057150.jpg,240,320,http://images.cocodataset.org/val2017/000000057150.jpg,13.0
409211,000000409211.jpg,640,427,http://images.cocodataset.org/val2017/000000409211.jpg,13.0
272148,000000272148.jpg,640,378,http://images.cocodataset.org/val2017/000000272148.jpg,13.0
553221,000000553221.jpg,640,427,http://images.cocodataset.org/val2017/000000553221.jpg,13.0
561958,000000561958.jpg,640,480,http://images.cocodataset.org/val2017/000000561958.jpg,12.0
516601,000000516601.jpg,640,360,http://images.cocodataset.org/val2017/000000516601.jpg,12.0
373353,000000373353.jpg,640,428,http://images.cocodataset.org/val2017/000000373353.jpg,12.0
93717,000000093717.jpg,640,427,http://images.cocodataset.org/val2017/000000093717.jpg,12.0
303818,000000303818.jpg,480,640,http://images.cocodataset.org/val2017/000000303818.jpg,12.0
60932,000000060932.jpg,640,428,http://images.cocodataset.org/val2017/000000060932.jpg,12.0
398203,000000398203.jpg,640,427,http://images.cocodataset.org/val2017/000000398203.jpg,12.0
369442,000000369442.jpg,640,480,http://images.cocodataset.org/val2017/000000369442.jpg,12.0
1000,000000001000.jpg,640,480,http://images.cocodataset.org/val2017/000000001000.jpg,12.0
136633,000000136633.jpg,427,640,http://images.cocodataset.org/val2017/000000136633.jpg,12.0
574702,000000574702.jpg,333,500,http://images.cocodataset.org/val2017/000000574702.jpg,12.0
128699,000000128699.jpg,351,500,http://images.cocodataset.org/val2017/000000128699.jpg,12.0
222559,000000222559.jpg,640,426,http://images.cocodataset.org/val2017/000000222559.jpg,12.0
163117,000000163117.jpg,376,500,http://images.cocodataset.org/val2017/000000163117.jpg,12.0
75612,000000075612.jpg,640,480,http://images.cocodataset.org/val2017/000000075612.jpg,12.0
146667,000000146667.jpg,640,539,http://images.cocodataset.org/val2017/000000146667.jpg,12.0
449432,000000449432.jpg,640,427,http://images.cocodataset.org/val2017/000000449432.jpg,12.0
471789,000000471789.jpg,640,480,http://images.cocodataset.org/val2017/000000471789.jpg,12.0
389451,000000389451.jpg,640,479,http://images.cocodataset.org/val2017/000000389451.jpg,12.0
278749,000000278749.jpg,500,333,http://images.cocodataset.org/val2017/000000278749.jpg,12.0
549390,000000549390.jpg,640,427,http://images.cocodataset.org/val2017/000000549390.jpg,12.0
465822,000000465822.jpg,500,375,http://images.cocodataset.org/val2017/000000465822.jpg,12.0
44590,000000044590.jpg,640,246,http://images.cocodataset.org/val2017/000000044590.jpg,12.0
314251,000000314251.jpg,640,480,http://images.cocodataset.org/val2017/000000314251.jpg,12.0
176857,000000176857.jpg,500,375,http://images.cocodataset.org/val2017/000000176857.jpg,12.0
458325,000000458325.jpg,640,427,http://images.cocodataset.org/val2017/000000458325.jpg,12.0
218997,000000218997.jpg,640,622,http://images.cocodataset.org/val2017/000000218997.jpg,12.0
403122,000000403122.jpg,427,640,http://images.cocodataset.org/val2017/000000403122.jpg,12.0
439715,000000439715.jpg,640,480,http://images.cocodataset.org/val2017/000000439715.jpg,12.0
507667,000000507667.jpg,500,386,http://images.cocodataset.org/val2017/000000507667.jpg,12.0
463199,000000463199.jpg,640,480,http://images.cocodataset.org/val2017/000000463199.jpg,12.0
569030,000000569030.jpg,500,375,http://images.cocodataset.org/val2017/000000569030.jpg,12.0
165681,000000165681.jpg,640,444,http://images.cocodataset.org/val2017/000000165681.jpg,12.0
508917,000000508917.jpg,640,370,http://images.cocodataset.org/val2017/000000508917.jpg,12.0
387916,000000387916.jpg,640,423,http://images.cocodataset.org/val2017/000000387916.jpg,12.0
399205,000000399205.jpg,640,480,http://images.cocodataset.org/val2017/000000399205.jpg,12.0
183709,000000183709.jpg,480,640,http://images.cocodataset.org/val2017/000000183709.jpg,12.0
281409,000000281409.jpg,640,427,http://images.cocodataset.org/val2017/000000281409.jpg,12.0
511599,000000511599.jpg,640,480,http://images.cocodataset.org/val2017/000000511599.jpg,11.0
386352,000000386352.jpg,640,427,http://images.cocodataset.org/val2017/000000386352.jpg,11.0
376625,000000376625.jpg,640,427,http://images.cocodataset.org/val2017/000000376625.jpg,11.0
123213,000000123213.jpg,640,392,http://images.cocodataset.org/val2017/000000123213.jpg,11.0
228942,000000228942.jpg,640,319,http://images.cocodataset.org/val2017/000000228942.jpg,11.0
416104,000000416104.jpg,640,480,http://images.cocodataset.org/val2017/000000416104.jpg,11.0
194875,000000194875.jpg,640,574,http://images.cocodataset.org/val2017/000000194875.jpg,11.0
483999,000000483999.jpg,640,428,http://images.cocodataset.org/val2017/000000483999.jpg,11.0
492077,000000492077.jpg,640,480,http://images.cocodataset.org/val2017/000000492077.jpg,11.0
398028,000000398028.jpg,428,640,http://images.cocodataset.org/val2017/000000398028.jpg,11.0
475387,000000475387.jpg,640,431,http://images.cocodataset.org/val2017/000000475387.jpg,11.0
189475,000000189475.jpg,500,375,http://images.cocodataset.org/val2017/000000189475.jpg,11.0
338905,000000338905.jpg,480,360,http://images.cocodataset.org/val2017/000000338905.jpg,11.0
249786,000000249786.jpg,640,428,http://images.cocodataset.org/val2017/000000249786.jpg,11.0
162092,000000162092.jpg,640,640,http://images.cocodataset.org/val2017/000000162092.jpg,11.0
